guideline_id,filename,guideline_name,guideline_label,icd10,age_category,section_order,section_title,canonical_title,section_kind,chunks,chars
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",7,064.1 Затрудненные роды вследствие ягодичного предлежания,затрудненные роды вследствие ягодичного предлежания,numbered,1,57
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",8,064.5 Затрудненные роды вследствие комбинированного предлежания,затрудненные роды вследствие комбинированного предлежания,numbered,1,63
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",9,064.8 Затрудненные роды вследствие другого неправильного положения и предлежания плода,затрудненные роды вследствие другого неправильного положения и предлежания плода,numbered,1,137
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",10,080.8 Другие самопроизвольные одноплодные роды (в данном протоколе данный код МКБ,другие самопроизвольные одноплодные роды (в данном протоколе данный код мкб,numbered,1,252
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",11,083.0 Извлечение плода за тазовый конец,извлечение плода за тазовый конец,numbered,1,39
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",12,083.1 Другое акушерское пособие при родоразрешении в тазовом предлежании 083.2 Роды с,другое акушерское пособие при родоразрешении в тазовом предлежании 083.2 роды с,numbered,1,138
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",13,032.0 Медицинская помощь матери при установленном или предполагаемом неправильном,медицинская помощь матери при установленном или предполагаемом неправильном,numbered,1,99
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",14,"032.2 Поперечное или косое положение плода, требующее предоставления медицинской","поперечное или косое положение плода, требующее предоставления медицинской",numbered,1,94
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",15,1.5 Классификация заболевания или состояния,классификация заболевания или состояния,numbered,1,635
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",16,1.6 Клиническая картина заболевания или,клиническая картина заболевания или,numbered,1,1075
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",17,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,310
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",18,2.2 Физикальное обследование,физикальное обследование,numbered,1,398
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",19,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,1,149
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",20,2.4 Инструментальные диагностические,инструментальные диагностические,numbered,1,1706
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",21,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,1,215
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",22,3.1 Немедикаментозные методы лечения ТП плода,немедикаментозные методы лечения тп плода,numbered,1,1413
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",23,3.2 Наружный поворот плода на головку,наружный поворот плода на головку,numbered,4,5920
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",24,3.3 Кесарево сечение при ТП плода,кесарево сечение при тп плода,numbered,2,3413
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",25,3.4 Роды через естественные родовые пути при ТП плода,роды через естественные родовые пути при тп плода,numbered,7,12244
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",26,3.5 Ведение преждевременных родов в ТП плода,ведение преждевременных родов в тп плода,numbered,3,4750
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",27,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,1,930
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",28,Список литературы,список литературы,bibliography,2,2950
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",29,2018.24 p.,p,numbered,8,13717
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",30,Приложение А1. Состав рабочей группы по,состав рабочей группы по,appendix,4,7135
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",31,Приложение А2. Методология разработки,методология разработки,appendix,2,2810
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",32,"Приложение А3. Справочные материалы,",справочные материалы,appendix,6,10492
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",33,21.11.2011 г. №323-Ф3.,г. №323-ф3,numbered,1,1945
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",34,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,38
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",35,Приложение В. Информация для пациента,информация для пациента,appendix,5,8427
626_2,626_2.pdf,Тазовое предлежание плода,626_2 — Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",36,"Приложение Г1-ГN. Шкалы оценки, вопросники и","шкалы оценки, вопросники и",appendix,1,147
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,1,1.2 ЭB8>;>38O 8 ?0B>35=57 701>;520=8O 8;8 A>AB>O=8O (3@C??K 701>;520=89 8;8,эb8>;>38o 8 ?0b>35=57 701>;520=8o 8;8 a>ab>o=8o (3@c??k 701>;520=89 8;8,numbered,1,1308
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,2,"1.4 ""A>15==>AB8 :>48@>20=8O 701>;520=8O 8;8 A>AB>O=8O (3@C??K 701>;520=89 8;8","""a>15==>ab8 :>48@>20=8o 701>;520=8o 8;8 a>ab>o=8o (3@c??k 701>;520=89 8;8",numbered,1,375
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,3,1.6 Ʉ;8=8G5A:0O :0@B8=0 701>;520=8O 8;8 A>AB>O=8O (3@C??K 701>;520=89 8;8,ʉ;8=8g5a:0o :0@b8=0 701>;520=8o 8;8 a>ab>o=8o (3@c??k 701>;520=89 8;8,numbered,5,8609
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,4,1.2 ЭF<B?B7<O < C4FB79A9; ;45B?964A<O <?< EBEFBOA<O (7DGCCO ;45B?964A<= <?<,эf<b?b7<o < c4fb79a9; ;45b?964a<o <?< ebefboa<o (7dgcco ;45b?964a<= <?<,numbered,10,17618
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,5,1.3 ЭC<89@<B?B7<O ;45B?964A<O <?< EBEFBOA<O (7DGCCO ;45B?964A<= <?<,эc<89@<b?b7<o ;45b?964a<o <?< ebefboa<o (7dgcco ;45b?964a<= <?<,numbered,1,1291
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,6,"1.4 ""EB59AABEF< >B8<DB64A<O ;45B?964A<O <?< EBEFBOA<O (7DGCCO ;45B?964A<=","""eb59aabef< >b8<db64a<o ;45b?964a<o <?< ebefboa<o (7dgcco ;45b?964a<=",numbered,1,354
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,7,1.5 Ʉ?4EE<H<>4J<O ;45B?964A<O <?< EBEFBOA<O (7DGCCO ;45B?964A<= <?<,ʉ?4ee<h<>4j<o ;45b?964a<o <?< ebefboa<o (7dgcco ;45b?964a<= <?<,numbered,1,1437
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,8,1.6 Ʉ?<A<K9E>4O >4DF<A4 ;45B?964A<O <?< EBEFBOA<O (7DGCCO ;45B?964A<= <?<,ʉ?<a<k9e>4o >4df<a4 ;45b?964a<o <?< ebefboa<o (7dgcco ;45b?964a<= <?<,numbered,7,12704
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,9,2.1 ɀ4?B5O < 4A4@A9;,ɀ4?b5o < 4a4@a9,numbered,2,2087
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,10,2.2 (<;<>4?PAB9 B5E?98B64A<9,(<;<>4?pab9 b5e?98b64a<9,numbered,1,1168
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,11,2.3 Ʌ45BD4FBDAO9 8<47ABEF<K9E><9 <EE?98B64A<O,ʌ45bd4fbdao9 8<47abef<k9e><9 <ee?98b64a<o,numbered,3,4790
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,12,2.4 ɂAEFDG@9AF4?PAO9 8<47ABEF<K9E><9 <EE?98B64A<O,ɂaefdg@9af4?pao9 8<47abef<k9e><9 <ee?98b64a<o,numbered,3,4428
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,13,2.5 ɂAO9 8<47ABEF<K9E><9 <EE?98B64A<O,ɂao9 8<47abef<k9e><9 <ee?98b64a<o,numbered,2,3820
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,14,3.1 *9?< ?9K9A<O < @BA<FBD<A74 7<CBC4D4F<D9B;4,*9?< ?9k9a<o < @ba<fbd<a74 7<cbc4d4f<d9b;4,numbered,7,12148
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,15,3.2 ɄBAE9D64F<6AB9 ?9K9A<9,ʉbae9d64f<6ab9 ?9k9a<9,numbered,11,18584
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,16,3.3 )<DGD7<K9E>B9 ?9K9A<9,)<dgd7<k9e>b9 ?9k9a<9,numbered,1,92
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,17,3.4 ɂAB9 ?9K9A<9,ɂab9 ?9k9a<9,numbered,4,6013
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,18,7.1 Ʌ9K9A<9 BEFDB= 7<CB>4?PJ<9@<<,ʌ9k9a<9 befdb= 7<cb>4?pj<9@<<,numbered,3,4645
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,627_3 — Гипопаратиреоз у взрослых,"E20.0, E20.8, E20.9, E89.2",Взрослые,19,7.2 ȼ989A<9 59D9@9AABEF< CD< 7<CBC4D4F<D9B;9,ȼ989a<9 59d9@9aabef< cd< 7<cbc4d4f<d9b;9,numbered,47,83612
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,1,1.1 Определение заболевания или состояния (группы заболеваний или,определение заболевания или состояния (группы заболеваний или,numbered,1,959
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний,этиология и патогенез заболевания или состояния (группы заболеваний,numbered,2,2779
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или,эпидемиология заболевания или состояния (группы заболеваний или,numbered,1,1750
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,4,1.4 Особенности,особенности,numbered,1,769
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,5,1.5 Классификация заболевания или состояния (группы заболеваний или,классификация заболевания или состояния (группы заболеваний или,numbered,1,550
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,6,1.6 Клиническая картина заболевания или состояния ( г р у п п ы заболеваний,клиническая картина заболевания или состояния ( г р у п п ы заболеваний,numbered,2,3729
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,7,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,454
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,8,2.2 Физикальное обследование,физикальное обследование,numbered,1,493
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,9,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,1,156
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,10,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,6,10333
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,11,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,4,6500
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,12,3.1 Медикаментозное лечение,медикаментозное лечение,numbered,10,16603
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,13,3.2 Лазерное лечение,лазерное лечение,numbered,2,2481
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,14,3.3 Хирургическое лечение,хирургическое лечение,numbered,1,176
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,15,"3.4 Диетотерапия, обезболивание и другие методы лечения","диетотерапия, обезболивание и другие методы лечения",numbered,6,10134
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,16,Критерии оценки качества медицинской*помощи,критерии оценки качества медицинской*помощи,criteria,1,372
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,17,Таблица 3.1 - Критерии оценки качества первичной медико-санитарной помощи,критерии оценки качества первичной медико-санитарной помощи,criteria,1,905
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,18,Таблица 3.2 - Критерии оценки качества специализированной медицинской помощи,критерии оценки качества специализированной медицинской помощи,criteria,1,842
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,19,Список литературы,список литературы,bibliography,10,18021
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,20,10.11 ЗбЛу орЬЛа1шо1-2019-315052.,зблу орьла1шо1-2019-315052,numbered,13,22464
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,21,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,2,3277
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,22,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,4,5939
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,23,"Приложение АЗ. Справочные материалы, включая соответствие","з. справочные материалы, включая соответствие",appendix,4,6009
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,24,Приложение Б. Алгоритмы действия врача,алгоритмы действия врача,appendix,1,1270
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,25,Приложение В. Информация для пациентов,информация для пациентов,appendix,2,3744
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,26,"Приложение Г1-Г1Ч. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,136
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,27,Приложение Г1. Калькулятор риска развития глаукомы,калькулятор риска развития глаукомы,appendix,3,5014
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,28,28.02.2019 № 104н,№ 104н,numbered,1,498
628_2,628_2.pdf,Подозрение на глаукому,628_2 — Подозрение на глаукому,H40.0,Взрослые,29,01.07.2024 Наименование проекта,наименование проекта,numbered,2,3081
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",1,1.1 Определение заболевания или состояния ( г р у п п ы заболеваний или состояний),определение заболевания или состояния ( г р у п п ы заболеваний или состояний),numbered,1,333
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",2,1.2 Этиология и патогенез заболевания или состояния ( г р у п п ы заболеваний или,этиология и патогенез заболевания или состояния ( г р у п п ы заболеваний или,numbered,2,2694
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",3,1.3 Эпидемиология заболевания или состояния ( г р у п п ы заболеваний или состояний!,эпидемиология заболевания или состояния ( г р у п п ы заболеваний или состояний!,numbered,1,316
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",4,1.4 Особенности кодирования заболевания или состояния ( г р у п п ы заболеваний или,особенности кодирования заболевания или состояния ( г р у п п ы заболеваний или,numbered,1,590
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",5,1.5 «Классификация заболевания или состояния ( г р у п п ы заболеваний или состояний!,«классификация заболевания или состояния ( г р у п п ы заболеваний или состояний!,numbered,1,150
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",6,1.6 Клиническая картина заболевания или состояния,клиническая картина заболевания или состояния,numbered,4,5582
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",7,2.1 Ж мйбыд анашш,ж мйбыд анашш,numbered,1,1322
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",8,2.2 «ЙИОДЮЛЬНОйМУЛЕДОШМИЕ,«йиодюльноймуледошмие,numbered,1,1917
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",9,2.4 Инструментальные диагностическиеиеследошшия,инструментальные диагностическиеиеследошшия,numbered,1,1139
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",10,2.6 Иные диагностические исследования,иные диагностические исследования,numbered,1,382
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",11,3.1 Консервативное лечение,консервативное лечение,numbered,11,19057
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",12,Критерии оценки качества медицинской^помощи,критерии оценки качества медицинской^помощи,criteria,1,309
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",13,8. Список литературы,список литературы,bibliography,5,9026
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",14,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,3,4903
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",15,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,3,4104
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",16,"Приложение АЗ. Справочные материалы, включая соответствие показаний к","з. справочные материалы, включая соответствие показаний к",appendix,1,1541
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",17,Приложение Б. Алгоритмы действия врача,алгоритмы действия врача,appendix,1,437
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",18,Приложение В. Информация для пациента,информация для пациента,appendix,1,1281
629_2,629_2.pdf,Конъюнктивиты,629_2 — Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",19,"Приложение Г1-Г1Ч. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,309
62_3,62_3.pdf,Артериальная гипертензия у взрослых,62_3 — Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,1,1.1 Определение заболевания или состояния (группы заболеваний или состояний),определение заболевания или состояния (группы заболеваний или состояний),numbered,1,1077
